Date,Time,Menu Item,Category,Quantity,Price (per item),Revenue,Payment Method,Customer Type
09/08/2023,11:07 AM,Margherita Pizza,Main Course,10,10,100,Credit Card,Delivery
15/09/2023,02:25 PM,Margherita Pizza,Main Course,10,10,100,Cash,Takeaway
05/12/2023,09:59 AM,Lasagna,Main Course,6,11.5,69,Mobile Payment,Delivery
02/04/2023,06:58 AM,Lasagna,Main Course,1,11.5,11.5,Cash,Delivery
23/11/2023,02:50 PM,Panna Cotta,Dessert,8,5.5,44,Cash,Dine-In
22/05/2023,11:03 AM,Margherita Pizza,Main Course,7,10,70,Cash,Takeaway
28/12/2023,07:40 PM,Bruschetta,Appetizer,8,5,40,Cash,Takeaway
24/01/2023,04:37 AM,Lasagna,Main Course,8,11.5,92,Mobile Payment,Takeaway
06/02/2023,04:05 PM,Caprese Salad,Appetizer,4,8,32,Credit Card,Takeaway
16/08/2023,04:14 AM,Lasagna,Main Course,9,11.5,103.5,Credit Card,Takeaway
29/01/2023,11:17 PM,Bruschetta,Appetizer,4,5,20,Cash,Delivery
08/09/2023,02:36 PM,Spaghetti Carbonara,Main Course,3,12,36,Cash,Delivery
06/02/2023,09:28 PM,Gelato,Dessert,10,4.5,45,Mobile Payment,Delivery
27/05/2023,07:33 PM,Bruschetta,Appetizer,7,5,35,Mobile Payment,Dine-In
09/12/2023,01:09 PM,Bruschetta,Appetizer,7,5,35,Mobile Payment,Takeaway
23/04/2023,12:38 AM,Tiramisu,Dessert,9,6.5,58.5,Credit Card,Dine-In
12/08/2023,06:44 PM,Panna Cotta,Dessert,10,5.5,55,Mobile Payment,Takeaway
13/02/2023,08:50 PM,Bruschetta,Appetizer,6,5,30,Cash,Delivery
14/09/2023,12:35 PM,Spaghetti Carbonara,Main Course,3,12,36,Cash,Takeaway
25/09/2023,12:50 PM,Minestrone Soup,Appetizer,6,7,42,Credit Card,Takeaway
16/06/2023,02:09 PM,Spaghetti Carbonara,Main Course,10,12,120,Credit Card,Delivery
04/08/2023,07:21 AM,Lasagna,Main Course,9,11.5,103.5,Mobile Payment,Takeaway
18/04/2023,09:27 PM,Panna Cotta,Dessert,6,5.5,33,Cash,Delivery
02/11/2023,12:53 PM,Bruschetta,Appetizer,7,5,35,Credit Card,Delivery
06/02/2023,11:00 PM,Spaghetti Carbonara,Main Course,5,12,60,Credit Card,Takeaway
13/08/2023,11:11 PM,Gelato,Dessert,2,4.5,9,Cash,Delivery
25/01/2023,03:18 PM,Bruschetta,Appetizer,5,5,25,Cash,Takeaway
23/05/2023,12:11 PM,Minestrone Soup,Appetizer,6,7,42,Cash,Dine-In
11/12/2023,02:06 PM,Spaghetti Carbonara,Main Course,8,12,96,Credit Card,Takeaway
15/08/2023,06:22 PM,Fettuccine Alfredo,Main Course,1,13,13,Mobile Payment,Delivery
10/10/2023,08:39 PM,Minestrone Soup,Appetizer,7,7,49,Cash,Takeaway
10/07/2023,08:55 PM,Lasagna,Main Course,3,11.5,34.5,Mobile Payment,Dine-In
26/05/2023,05:08 PM,Fettuccine Alfredo,Main Course,1,13,13,Mobile Payment,Takeaway
07/04/2023,03:13 PM,Minestrone Soup,Appetizer,4,7,28,Credit Card,Dine-In
31/08/2023,01:17 PM,Minestrone Soup,Appetizer,3,7,21,Mobile Payment,Takeaway
24/05/2023,12:51 AM,Lasagna,Main Course,3,11.5,34.5,Credit Card,Takeaway
03/08/2023,03:56 PM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Delivery
15/08/2023,11:58 AM,Bruschetta,Appetizer,1,5,5,Credit Card,Dine-In
11/06/2023,04:04 PM,Bruschetta,Appetizer,10,5,50,Credit Card,Delivery
28/10/2023,01:59 AM,Margherita Pizza,Main Course,1,10,10,Mobile Payment,Takeaway
18/01/2023,01:57 PM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Delivery
16/09/2023,05:07 AM,Bruschetta,Appetizer,2,5,10,Mobile Payment,Takeaway
24/06/2023,08:20 AM,Caprese Salad,Appetizer,8,8,64,Mobile Payment,Delivery
04/08/2023,12:28 PM,Bruschetta,Appetizer,6,5,30,Credit Card,Dine-In
12/12/2023,04:26 AM,Gelato,Dessert,10,4.5,45,Credit Card,Delivery
15/12/2023,10:54 PM,Margherita Pizza,Main Course,4,10,40,Cash,Takeaway
15/01/2023,07:28 PM,Tiramisu,Dessert,5,6.5,32.5,Credit Card,Delivery
05/05/2023,10:30 AM,Panna Cotta,Dessert,7,5.5,38.5,Cash,Dine-In
10/02/2023,08:28 PM,Panna Cotta,Dessert,1,5.5,5.5,Mobile Payment,Delivery
23/07/2023,10:43 AM,Tiramisu,Dessert,4,6.5,26,Mobile Payment,Dine-In
15/12/2023,10:51 AM,Caprese Salad,Appetizer,10,8,80,Mobile Payment,Takeaway
21/05/2023,01:42 PM,Gelato,Dessert,9,4.5,40.5,Cash,Delivery
05/06/2023,04:03 PM,Minestrone Soup,Appetizer,4,7,28,Credit Card,Delivery
25/11/2023,10:06 PM,Gelato,Dessert,8,4.5,36,Cash,Delivery
01/01/2023,09:34 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Takeaway
09/12/2023,10:13 PM,Gelato,Dessert,1,4.5,4.5,Credit Card,Delivery
10/11/2023,12:32 AM,Fettuccine Alfredo,Main Course,2,13,26,Cash,Takeaway
24/06/2023,08:29 PM,Panna Cotta,Dessert,8,5.5,44,Credit Card,Delivery
24/11/2023,09:07 PM,Tiramisu,Dessert,5,6.5,32.5,Mobile Payment,Dine-In
25/12/2023,07:56 AM,Bruschetta,Appetizer,8,5,40,Mobile Payment,Dine-In
21/10/2023,06:20 AM,Minestrone Soup,Appetizer,2,7,14,Cash,Dine-In
10/06/2023,09:29 AM,Minestrone Soup,Appetizer,9,7,63,Mobile Payment,Delivery
04/08/2023,05:57 AM,Spaghetti Carbonara,Main Course,9,12,108,Cash,Dine-In
30/06/2023,02:17 AM,Bruschetta,Appetizer,1,5,5,Mobile Payment,Takeaway
11/07/2023,01:06 AM,Lasagna,Main Course,2,11.5,23,Cash,Takeaway
04/05/2023,07:16 AM,Caprese Salad,Appetizer,9,8,72,Credit Card,Takeaway
20/08/2023,05:04 PM,Fettuccine Alfredo,Main Course,10,13,130,Cash,Takeaway
02/06/2023,10:19 AM,Spaghetti Carbonara,Main Course,10,12,120,Credit Card,Takeaway
06/11/2023,08:57 AM,Lasagna,Main Course,3,11.5,34.5,Credit Card,Delivery
10/12/2023,05:40 AM,Bruschetta,Appetizer,7,5,35,Cash,Delivery
25/04/2023,12:11 PM,Tiramisu,Dessert,9,6.5,58.5,Mobile Payment,Delivery
24/12/2023,01:52 PM,Gelato,Dessert,8,4.5,36,Cash,Takeaway
03/06/2023,03:15 AM,Bruschetta,Appetizer,6,5,30,Credit Card,Takeaway
09/02/2023,05:15 PM,Bruschetta,Appetizer,1,5,5,Credit Card,Takeaway
20/09/2023,12:45 PM,Bruschetta,Appetizer,5,5,25,Cash,Takeaway
30/09/2023,02:40 AM,Fettuccine Alfredo,Main Course,4,13,52,Mobile Payment,Delivery
02/10/2023,12:26 PM,Spaghetti Carbonara,Main Course,6,12,72,Cash,Delivery
04/11/2023,11:11 AM,Fettuccine Alfredo,Main Course,3,13,39,Mobile Payment,Dine-In
22/10/2023,05:50 PM,Lasagna,Main Course,3,11.5,34.5,Credit Card,Delivery
11/07/2023,11:16 AM,Fettuccine Alfredo,Main Course,8,13,104,Credit Card,Takeaway
23/08/2023,11:46 AM,Panna Cotta,Dessert,3,5.5,16.5,Credit Card,Delivery
15/04/2023,03:18 AM,Panna Cotta,Dessert,8,5.5,44,Cash,Delivery
19/10/2023,03:07 AM,Caprese Salad,Appetizer,10,8,80,Mobile Payment,Dine-In
10/04/2023,06:11 PM,Tiramisu,Dessert,2,6.5,13,Cash,Dine-In
12/05/2023,04:20 AM,Panna Cotta,Dessert,3,5.5,16.5,Cash,Dine-In
22/02/2023,11:31 PM,Panna Cotta,Dessert,2,5.5,11,Mobile Payment,Takeaway
03/05/2023,01:46 AM,Panna Cotta,Dessert,9,5.5,49.5,Credit Card,Dine-In
20/09/2023,10:43 AM,Spaghetti Carbonara,Main Course,5,12,60,Credit Card,Takeaway
16/02/2023,02:58 AM,Lasagna,Main Course,7,11.5,80.5,Credit Card,Dine-In
07/05/2023,02:51 AM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Dine-In
28/01/2023,02:08 AM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Dine-In
31/01/2023,10:29 AM,Lasagna,Main Course,10,11.5,115,Cash,Takeaway
29/09/2023,03:00 AM,Tiramisu,Dessert,10,6.5,65,Mobile Payment,Delivery
27/07/2023,12:18 PM,Panna Cotta,Dessert,8,5.5,44,Cash,Delivery
09/06/2023,10:54 AM,Minestrone Soup,Appetizer,10,7,70,Mobile Payment,Delivery
09/08/2023,08:06 AM,Lasagna,Main Course,4,11.5,46,Cash,Dine-In
12/10/2023,06:16 AM,Panna Cotta,Dessert,1,5.5,5.5,Credit Card,Dine-In
27/07/2023,08:57 PM,Panna Cotta,Dessert,4,5.5,22,Cash,Dine-In
29/01/2023,02:13 PM,Lasagna,Main Course,4,11.5,46,Mobile Payment,Delivery
22/02/2023,12:46 AM,Gelato,Dessert,8,4.5,36,Mobile Payment,Delivery
14/07/2023,09:52 PM,Gelato,Dessert,5,4.5,22.5,Credit Card,Dine-In
31/01/2023,11:58 PM,Caprese Salad,Appetizer,9,8,72,Credit Card,Delivery
08/05/2023,04:34 AM,Tiramisu,Dessert,1,6.5,6.5,Mobile Payment,Dine-In
01/08/2023,05:11 PM,Spaghetti Carbonara,Main Course,7,12,84,Mobile Payment,Dine-In
20/11/2023,05:02 PM,Fettuccine Alfredo,Main Course,2,13,26,Credit Card,Delivery
14/07/2023,09:06 PM,Panna Cotta,Dessert,1,5.5,5.5,Credit Card,Dine-In
27/09/2023,06:36 AM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Delivery
14/02/2023,12:07 AM,Margherita Pizza,Main Course,4,10,40,Mobile Payment,Dine-In
12/03/2023,10:35 PM,Fettuccine Alfredo,Main Course,4,13,52,Credit Card,Dine-In
09/10/2023,09:24 PM,Minestrone Soup,Appetizer,7,7,49,Mobile Payment,Dine-In
21/03/2023,04:58 AM,Margherita Pizza,Main Course,6,10,60,Mobile Payment,Delivery
25/08/2023,09:07 AM,Caprese Salad,Appetizer,1,8,8,Mobile Payment,Takeaway
06/03/2023,08:40 AM,Bruschetta,Appetizer,9,5,45,Cash,Dine-In
15/03/2023,08:49 PM,Fettuccine Alfredo,Main Course,7,13,91,Cash,Takeaway
05/04/2023,01:31 AM,Fettuccine Alfredo,Main Course,8,13,104,Mobile Payment,Dine-In
27/12/2023,05:01 AM,Caprese Salad,Appetizer,10,8,80,Credit Card,Takeaway
23/01/2023,09:49 AM,Caprese Salad,Appetizer,4,8,32,Credit Card,Dine-In
14/05/2023,12:26 AM,Gelato,Dessert,9,4.5,40.5,Cash,Takeaway
14/05/2023,03:23 PM,Gelato,Dessert,8,4.5,36,Cash,Dine-In
23/10/2023,12:47 AM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Delivery
26/10/2023,05:14 PM,Fettuccine Alfredo,Main Course,10,13,130,Cash,Delivery
12/05/2023,06:58 AM,Margherita Pizza,Main Course,9,10,90,Cash,Takeaway
17/11/2023,12:05 PM,Gelato,Dessert,1,4.5,4.5,Credit Card,Delivery
13/10/2023,04:47 PM,Caprese Salad,Appetizer,3,8,24,Mobile Payment,Takeaway
14/07/2023,11:51 AM,Gelato,Dessert,8,4.5,36,Mobile Payment,Dine-In
07/02/2023,07:01 AM,Gelato,Dessert,1,4.5,4.5,Cash,Delivery
06/03/2023,04:42 AM,Panna Cotta,Dessert,8,5.5,44,Credit Card,Dine-In
09/04/2023,06:58 PM,Gelato,Dessert,9,4.5,40.5,Cash,Takeaway
28/10/2023,09:27 AM,Minestrone Soup,Appetizer,1,7,7,Mobile Payment,Delivery
08/01/2023,07:18 AM,Caprese Salad,Appetizer,2,8,16,Credit Card,Takeaway
03/03/2023,08:45 AM,Caprese Salad,Appetizer,3,8,24,Cash,Delivery
05/05/2023,07:07 PM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Takeaway
07/02/2023,08:06 PM,Tiramisu,Dessert,1,6.5,6.5,Cash,Delivery
25/01/2023,12:20 PM,Bruschetta,Appetizer,3,5,15,Cash,Dine-In
14/10/2023,08:10 AM,Panna Cotta,Dessert,8,5.5,44,Credit Card,Delivery
28/07/2023,04:11 PM,Bruschetta,Appetizer,4,5,20,Mobile Payment,Takeaway
23/04/2023,04:18 AM,Gelato,Dessert,2,4.5,9,Credit Card,Delivery
10/05/2023,05:25 PM,Caprese Salad,Appetizer,2,8,16,Mobile Payment,Delivery
30/07/2023,11:19 AM,Gelato,Dessert,1,4.5,4.5,Mobile Payment,Dine-In
07/07/2023,10:38 PM,Caprese Salad,Appetizer,3,8,24,Credit Card,Delivery
25/03/2023,06:18 PM,Margherita Pizza,Main Course,7,10,70,Mobile Payment,Dine-In
19/03/2023,08:22 AM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Takeaway
18/09/2023,05:33 PM,Fettuccine Alfredo,Main Course,4,13,52,Mobile Payment,Delivery
01/06/2023,11:15 PM,Gelato,Dessert,3,4.5,13.5,Cash,Delivery
10/09/2023,05:08 PM,Margherita Pizza,Main Course,10,10,100,Cash,Takeaway
14/06/2023,06:49 PM,Bruschetta,Appetizer,3,5,15,Cash,Delivery
23/05/2023,07:36 PM,Fettuccine Alfredo,Main Course,7,13,91,Cash,Takeaway
16/03/2023,02:42 AM,Bruschetta,Appetizer,6,5,30,Mobile Payment,Dine-In
11/02/2023,04:18 PM,Fettuccine Alfredo,Main Course,3,13,39,Mobile Payment,Delivery
17/06/2023,08:28 PM,Spaghetti Carbonara,Main Course,3,12,36,Mobile Payment,Delivery
07/09/2023,09:22 AM,Caprese Salad,Appetizer,2,8,16,Cash,Dine-In
17/12/2023,02:11 AM,Lasagna,Main Course,3,11.5,34.5,Cash,Delivery
21/03/2023,02:37 PM,Minestrone Soup,Appetizer,10,7,70,Credit Card,Delivery
29/11/2023,04:01 AM,Panna Cotta,Dessert,9,5.5,49.5,Cash,Takeaway
11/05/2023,11:25 AM,Bruschetta,Appetizer,3,5,15,Mobile Payment,Takeaway
01/07/2023,10:51 AM,Tiramisu,Dessert,9,6.5,58.5,Mobile Payment,Takeaway
08/06/2023,03:48 AM,Panna Cotta,Dessert,7,5.5,38.5,Cash,Delivery
02/11/2023,02:34 PM,Bruschetta,Appetizer,6,5,30,Credit Card,Delivery
15/04/2023,11:58 AM,Caprese Salad,Appetizer,1,8,8,Credit Card,Dine-In
21/07/2023,06:32 AM,Margherita Pizza,Main Course,6,10,60,Mobile Payment,Takeaway
21/10/2023,04:13 PM,Spaghetti Carbonara,Main Course,9,12,108,Cash,Dine-In
05/03/2023,05:53 PM,Lasagna,Main Course,2,11.5,23,Mobile Payment,Dine-In
05/06/2023,10:37 PM,Panna Cotta,Dessert,8,5.5,44,Cash,Takeaway
29/07/2023,06:53 PM,Margherita Pizza,Main Course,10,10,100,Mobile Payment,Delivery
10/05/2023,02:52 PM,Margherita Pizza,Main Course,4,10,40,Mobile Payment,Delivery
18/01/2023,09:22 AM,Margherita Pizza,Main Course,10,10,100,Credit Card,Takeaway
10/10/2023,12:10 AM,Tiramisu,Dessert,10,6.5,65,Credit Card,Takeaway
03/05/2023,12:47 PM,Caprese Salad,Appetizer,9,8,72,Cash,Delivery
05/09/2023,03:33 AM,Fettuccine Alfredo,Main Course,10,13,130,Cash,Takeaway
01/08/2023,12:32 AM,Fettuccine Alfredo,Main Course,4,13,52,Mobile Payment,Dine-In
20/07/2023,01:23 AM,Panna Cotta,Dessert,5,5.5,27.5,Cash,Takeaway
25/07/2023,09:36 PM,Spaghetti Carbonara,Main Course,2,12,24,Credit Card,Dine-In
18/11/2023,11:21 AM,Bruschetta,Appetizer,10,5,50,Mobile Payment,Takeaway
15/11/2023,07:34 PM,Tiramisu,Dessert,8,6.5,52,Mobile Payment,Delivery
19/03/2023,06:06 PM,Fettuccine Alfredo,Main Course,7,13,91,Cash,Delivery
16/11/2023,11:18 PM,Spaghetti Carbonara,Main Course,4,12,48,Cash,Delivery
22/01/2023,05:49 AM,Tiramisu,Dessert,9,6.5,58.5,Cash,Delivery
28/11/2023,10:24 PM,Bruschetta,Appetizer,8,5,40,Credit Card,Dine-In
10/12/2023,04:58 PM,Minestrone Soup,Appetizer,4,7,28,Cash,Delivery
12/03/2023,03:02 AM,Spaghetti Carbonara,Main Course,2,12,24,Credit Card,Takeaway
13/05/2023,07:25 AM,Panna Cotta,Dessert,7,5.5,38.5,Cash,Takeaway
24/11/2023,05:28 PM,Lasagna,Main Course,10,11.5,115,Mobile Payment,Takeaway
02/01/2023,03:13 PM,Caprese Salad,Appetizer,9,8,72,Credit Card,Takeaway
24/06/2023,02:48 AM,Panna Cotta,Dessert,9,5.5,49.5,Credit Card,Delivery
15/09/2023,02:12 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Takeaway
05/02/2023,05:13 AM,Panna Cotta,Dessert,6,5.5,33,Cash,Dine-In
06/06/2023,08:37 PM,Spaghetti Carbonara,Main Course,7,12,84,Credit Card,Delivery
21/02/2023,02:39 PM,Lasagna,Main Course,9,11.5,103.5,Mobile Payment,Dine-In
23/09/2023,10:58 PM,Bruschetta,Appetizer,2,5,10,Mobile Payment,Takeaway
05/12/2023,07:28 PM,Minestrone Soup,Appetizer,9,7,63,Cash,Takeaway
10/08/2023,11:57 AM,Gelato,Dessert,5,4.5,22.5,Mobile Payment,Dine-In
03/09/2023,12:38 AM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Delivery
09/11/2023,08:59 AM,Bruschetta,Appetizer,4,5,20,Credit Card,Takeaway
01/10/2023,04:04 PM,Minestrone Soup,Appetizer,2,7,14,Cash,Takeaway
15/10/2023,05:57 AM,Spaghetti Carbonara,Main Course,2,12,24,Mobile Payment,Takeaway
09/11/2023,01:50 AM,Minestrone Soup,Appetizer,7,7,49,Mobile Payment,Dine-In
01/06/2023,03:50 AM,Fettuccine Alfredo,Main Course,7,13,91,Cash,Delivery
25/08/2023,03:55 PM,Tiramisu,Dessert,2,6.5,13,Mobile Payment,Dine-In
26/02/2023,04:12 AM,Fettuccine Alfredo,Main Course,6,13,78,Cash,Takeaway
27/04/2023,09:49 AM,Panna Cotta,Dessert,4,5.5,22,Credit Card,Delivery
06/02/2023,10:30 PM,Lasagna,Main Course,6,11.5,69,Cash,Dine-In
29/03/2023,12:01 PM,Fettuccine Alfredo,Main Course,1,13,13,Mobile Payment,Takeaway
24/07/2023,08:41 AM,Tiramisu,Dessert,1,6.5,6.5,Cash,Takeaway
27/11/2023,09:38 PM,Minestrone Soup,Appetizer,3,7,21,Credit Card,Takeaway
30/09/2023,11:13 AM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Delivery
06/12/2023,10:43 AM,Spaghetti Carbonara,Main Course,7,12,84,Credit Card,Delivery
06/07/2023,12:43 PM,Fettuccine Alfredo,Main Course,1,13,13,Credit Card,Delivery
25/10/2023,11:44 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Takeaway
04/07/2023,05:07 PM,Tiramisu,Dessert,9,6.5,58.5,Cash,Dine-In
20/03/2023,06:07 PM,Lasagna,Main Course,2,11.5,23,Credit Card,Takeaway
26/03/2023,08:08 AM,Bruschetta,Appetizer,6,5,30,Cash,Dine-In
02/06/2023,12:37 AM,Minestrone Soup,Appetizer,9,7,63,Cash,Takeaway
30/10/2023,03:10 PM,Tiramisu,Dessert,2,6.5,13,Mobile Payment,Takeaway
08/12/2023,08:08 PM,Minestrone Soup,Appetizer,8,7,56,Cash,Dine-In
11/10/2023,11:55 AM,Fettuccine Alfredo,Main Course,4,13,52,Cash,Dine-In
22/09/2023,07:23 AM,Minestrone Soup,Appetizer,4,7,28,Cash,Delivery
25/07/2023,01:15 AM,Tiramisu,Dessert,7,6.5,45.5,Credit Card,Dine-In
07/11/2023,01:15 PM,Tiramisu,Dessert,2,6.5,13,Credit Card,Takeaway
27/06/2023,09:01 PM,Margherita Pizza,Main Course,9,10,90,Credit Card,Takeaway
19/01/2023,01:04 PM,Minestrone Soup,Appetizer,9,7,63,Mobile Payment,Takeaway
21/10/2023,01:08 AM,Minestrone Soup,Appetizer,1,7,7,Cash,Delivery
01/11/2023,06:04 AM,Caprese Salad,Appetizer,4,8,32,Cash,Delivery
20/02/2023,01:34 PM,Spaghetti Carbonara,Main Course,2,12,24,Mobile Payment,Takeaway
23/10/2023,08:04 AM,Caprese Salad,Appetizer,6,8,48,Cash,Takeaway
24/07/2023,11:06 PM,Bruschetta,Appetizer,10,5,50,Credit Card,Takeaway
06/09/2023,08:11 AM,Fettuccine Alfredo,Main Course,8,13,104,Mobile Payment,Delivery
31/10/2023,01:54 PM,Margherita Pizza,Main Course,4,10,40,Credit Card,Takeaway
06/03/2023,04:32 AM,Caprese Salad,Appetizer,1,8,8,Credit Card,Takeaway
13/02/2023,07:17 AM,Bruschetta,Appetizer,5,5,25,Credit Card,Dine-In
09/11/2023,12:14 AM,Tiramisu,Dessert,3,6.5,19.5,Credit Card,Dine-In
05/11/2023,03:58 PM,Lasagna,Main Course,7,11.5,80.5,Cash,Delivery
07/06/2023,08:58 PM,Bruschetta,Appetizer,5,5,25,Cash,Delivery
25/04/2023,10:42 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Takeaway
02/02/2023,11:42 PM,Lasagna,Main Course,10,11.5,115,Credit Card,Dine-In
26/12/2023,10:47 PM,Margherita Pizza,Main Course,1,10,10,Cash,Delivery
26/04/2023,12:25 PM,Gelato,Dessert,2,4.5,9,Mobile Payment,Dine-In
18/07/2023,12:51 AM,Caprese Salad,Appetizer,2,8,16,Cash,Dine-In
08/12/2023,02:10 PM,Bruschetta,Appetizer,8,5,40,Mobile Payment,Takeaway
28/12/2023,02:19 AM,Spaghetti Carbonara,Main Course,4,12,48,Mobile Payment,Takeaway
07/08/2023,07:54 PM,Tiramisu,Dessert,4,6.5,26,Credit Card,Delivery
06/03/2023,06:41 AM,Spaghetti Carbonara,Main Course,1,12,12,Cash,Delivery
02/12/2023,05:40 AM,Fettuccine Alfredo,Main Course,2,13,26,Cash,Dine-In
25/02/2023,07:59 PM,Minestrone Soup,Appetizer,2,7,14,Mobile Payment,Dine-In
19/06/2023,09:07 PM,Lasagna,Main Course,7,11.5,80.5,Cash,Takeaway
15/05/2023,09:28 PM,Lasagna,Main Course,10,11.5,115,Cash,Delivery
19/04/2023,06:10 AM,Fettuccine Alfredo,Main Course,6,13,78,Cash,Takeaway
09/02/2023,03:44 AM,Caprese Salad,Appetizer,5,8,40,Mobile Payment,Delivery
06/12/2023,11:45 PM,Fettuccine Alfredo,Main Course,1,13,13,Credit Card,Takeaway
18/08/2023,06:24 AM,Caprese Salad,Appetizer,2,8,16,Mobile Payment,Takeaway
14/03/2023,01:58 AM,Bruschetta,Appetizer,2,5,10,Mobile Payment,Delivery
03/10/2023,03:25 AM,Panna Cotta,Dessert,5,5.5,27.5,Cash,Delivery
07/08/2023,05:30 PM,Lasagna,Main Course,1,11.5,11.5,Mobile Payment,Takeaway
11/09/2023,02:44 AM,Lasagna,Main Course,1,11.5,11.5,Mobile Payment,Dine-In
25/03/2023,12:57 AM,Tiramisu,Dessert,5,6.5,32.5,Mobile Payment,Delivery
04/05/2023,06:46 AM,Bruschetta,Appetizer,7,5,35,Cash,Dine-In
19/02/2023,03:47 AM,Spaghetti Carbonara,Main Course,10,12,120,Credit Card,Delivery
16/04/2023,01:17 PM,Margherita Pizza,Main Course,10,10,100,Credit Card,Delivery
03/09/2023,01:28 PM,Lasagna,Main Course,1,11.5,11.5,Cash,Dine-In
20/10/2023,12:21 AM,Gelato,Dessert,9,4.5,40.5,Cash,Dine-In
05/10/2023,08:05 AM,Minestrone Soup,Appetizer,8,7,56,Credit Card,Delivery
05/11/2023,12:44 PM,Margherita Pizza,Main Course,7,10,70,Cash,Delivery
04/09/2023,11:31 PM,Tiramisu,Dessert,2,6.5,13,Credit Card,Dine-In
12/09/2023,05:01 AM,Margherita Pizza,Main Course,2,10,20,Mobile Payment,Delivery
21/09/2023,01:28 PM,Caprese Salad,Appetizer,3,8,24,Mobile Payment,Takeaway
22/02/2023,05:06 PM,Gelato,Dessert,9,4.5,40.5,Credit Card,Dine-In
25/04/2023,10:54 PM,Spaghetti Carbonara,Main Course,7,12,84,Cash,Delivery
17/06/2023,01:40 PM,Lasagna,Main Course,9,11.5,103.5,Cash,Takeaway
01/06/2023,03:43 AM,Panna Cotta,Dessert,4,5.5,22,Credit Card,Takeaway
19/01/2023,11:01 AM,Bruschetta,Appetizer,3,5,15,Mobile Payment,Dine-In
17/07/2023,08:32 AM,Panna Cotta,Dessert,1,5.5,5.5,Mobile Payment,Delivery
29/12/2023,04:36 PM,Margherita Pizza,Main Course,2,10,20,Cash,Dine-In
21/06/2023,10:35 PM,Tiramisu,Dessert,5,6.5,32.5,Cash,Delivery
28/01/2023,04:12 AM,Caprese Salad,Appetizer,5,8,40,Mobile Payment,Takeaway
13/10/2023,07:35 PM,Tiramisu,Dessert,8,6.5,52,Cash,Delivery
13/03/2023,07:46 PM,Gelato,Dessert,9,4.5,40.5,Credit Card,Takeaway
21/05/2023,05:58 AM,Tiramisu,Dessert,6,6.5,39,Credit Card,Dine-In
02/11/2023,08:29 AM,Gelato,Dessert,10,4.5,45,Cash,Dine-In
24/07/2023,12:07 AM,Spaghetti Carbonara,Main Course,3,12,36,Credit Card,Takeaway
19/10/2023,12:51 AM,Caprese Salad,Appetizer,1,8,8,Cash,Takeaway
21/05/2023,05:33 PM,Margherita Pizza,Main Course,9,10,90,Mobile Payment,Dine-In
11/04/2023,12:33 PM,Caprese Salad,Appetizer,4,8,32,Mobile Payment,Takeaway
08/04/2023,11:17 PM,Panna Cotta,Dessert,6,5.5,33,Credit Card,Takeaway
04/07/2023,03:18 PM,Bruschetta,Appetizer,5,5,25,Credit Card,Takeaway
08/06/2023,11:32 AM,Lasagna,Main Course,1,11.5,11.5,Mobile Payment,Dine-In
19/12/2023,11:46 AM,Tiramisu,Dessert,6,6.5,39,Credit Card,Delivery
11/02/2023,10:23 AM,Margherita Pizza,Main Course,5,10,50,Credit Card,Delivery
05/05/2023,06:27 AM,Tiramisu,Dessert,7,6.5,45.5,Cash,Takeaway
19/09/2023,09:40 PM,Panna Cotta,Dessert,8,5.5,44,Mobile Payment,Delivery
07/01/2023,07:31 AM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Dine-In
09/09/2023,04:49 PM,Tiramisu,Dessert,3,6.5,19.5,Mobile Payment,Dine-In
08/04/2023,01:06 AM,Fettuccine Alfredo,Main Course,4,13,52,Mobile Payment,Takeaway
30/01/2023,07:33 PM,Lasagna,Main Course,7,11.5,80.5,Credit Card,Takeaway
23/12/2023,01:02 PM,Margherita Pizza,Main Course,9,10,90,Credit Card,Takeaway
09/05/2023,06:27 PM,Bruschetta,Appetizer,8,5,40,Mobile Payment,Takeaway
16/04/2023,08:09 AM,Minestrone Soup,Appetizer,2,7,14,Mobile Payment,Takeaway
2023-02-29,07:01 PM,Minestrone Soup,Appetizer,7,7,49,Cash,Takeaway
07/12/2023,02:52 PM,Margherita Pizza,Main Course,10,10,100,Cash,Takeaway
24/04/2023,10:35 AM,Fettuccine Alfredo,Main Course,1,13,13,Mobile Payment,Takeaway
12/12/2023,09:40 PM,Bruschetta,Appetizer,3,5,15,Mobile Payment,Takeaway
01/05/2023,01:31 AM,Bruschetta,Appetizer,6,5,30,Credit Card,Takeaway
